Feb 07, 2018 	165.80 	160.00 	165.80 	160.00 	1.21M 	5.67%
Feb 06, 2018 	156.90 	151.00 	156.90 	151.00 	1.31M 	-0.06%
Feb 05, 2018 	157.00 	161.00 	161.00 	154.30 	1.72M 	-3.21%
Feb 02, 2018 	162.20 	160.00 	162.50 	159.60 	835.24K 	1.06%
Feb 01, 2018 	160.50 	159.70 	161.00 	159.20 	1.76M 	-0.50%
Jan 31, 2018 	161.30 	163.00 	163.40 	161.30 	1.48M 	-1.29%
Jan 30, 2018 	163.40 	170.40 	171.00 	162.50 	1.80M 	-4.05%
Jan 29, 2018 	170.30 	169.00 	170.30 	168.50 	1.19M 	-0.41%
Jan 26, 2018 	171.00 	169.70 	171.00 	169.50 	836.63K 	0.77%
Jan 25, 2018 	169.70 	169.50 	170.50 	168.60 	1.13M 	-0.18%
Jan 24, 2018 	170.00 	169.00 	171.00 	168.80 	1.73M 	0.59%
Jan 23, 2018 	169.00 	169.00 	169.00 	168.10 	1.14M 	0.00%
Jan 22, 2018 	169.00 	167.20 	170.30 	167.20 	846.84K 	-0.59%
Jan 19, 2018 	170.00 	168.10 	171.20 	166.60 	780.37K 	0.77%
Jan 18, 2018 	168.70 	167.40 	173.00 	167.20 	1.44M 	-0.41%
Jan 17, 2018 	169.40 	164.10 	169.40 	164.10 	1.85M 	2.05%
Jan 16, 2018 	166.00 	164.20 	168.00 	164.20 	1.00M 	1.22%
Jan 15, 2018 	164.00 	164.80 	166.20 	163.10 	1.27M 	0.61%
Jan 12, 2018 	163.00 	166.50 	169.00 	163.00 	1.16M 	-2.69%
Jan 11, 2018 	167.50 	171.00 	171.00 	165.00 	1.59M 	-2.62%
Jan 10, 2018 	172.00 	173.00 	173.90 	170.00 	1.77M 	-1.15%
Jan 09, 2018 	174.00 	165.00 	174.00 	164.50 	2.82M 	5.45%
Jan 08, 2018 	165.00 	163.90 	167.00 	162.00 	2.23M 	0.67%
Jan 05, 2018 	163.90 	156.00 	165.00 	154.10 	3.86M 	5.06%
Jan 04, 2018 	156.00 	151.00 	156.00 	151.00 	1.35M 	1.30%
Jan 03, 2018 	154.00 	151.30 	154.00 	149.50 	1.15M 	1.99%
Dec 29, 2017 	151.00 	154.00 	155.00 	151.00 	816.16K 	-2.58%
Dec 28, 2017 	155.00 	153.00 	155.00 	151.00 	1.50M 	1.31%
Dec 27, 2017 	153.00 	150.00 	153.00 	149.80 	1.57M 	1.32%
Dec 22, 2017 	151.00 	150.00 	151.00 	150.00 	400.06K 	-0.66%
Dec 21, 2017 	152.00 	151.00 	152.00 	150.00 	1.33M 	0.66%
Dec 20, 2017 	151.00 	150.40 	151.50 	150.40 	784.92K 	0.00%
Dec 19, 2017 	151.00 	152.00 	152.10 	150.00 	786.81K 	-1.31%
Dec 18, 2017 	153.00 	150.40 	153.00 	149.00 	1.66M 	1.32%
Dec 15, 2017 	151.00 	151.50 	152.50 	148.90 	1.53M 	-1.95%
Dec 14, 2017 	154.00 	150.10 	154.00 	150.00 	1.79M 	2.67%
Dec 13, 2017 	150.00 	144.50 	153.10 	144.30 	2.33M 	4.17%
Dec 12, 2017 	144.00 	143.30 	144.00 	141.00 	413.68K 	0.35%
Dec 11, 2017 	143.50 	143.10 	144.00 	142.50 	1.48M 	-0.35%
Dec 08, 2017 	144.00 	135.10 	144.00 	135.10 	3.06M 	5.88%
Dec 07, 2017 	136.00 	136.00 	136.50 	135.00 	1.14M 	0.37%
Dec 06, 2017 	135.50 	134.00 	137.10 	133.00 	672.76K 	1.88%
Dec 05, 2017 	133.00 	132.70 	134.00 	132.60 	744.32K 	0.00%
Dec 04, 2017 	133.00 	131.10 	134.00 	131.00 	1.15M 	0.76%
Dec 01, 2017 	132.00 	133.00 	134.50 	131.40 	1.97M 	-0.75%
Nov 29, 2017 	133.00 	135.10 	137.20 	133.00 	3.28M 	-2.85%
Nov 28, 2017 	136.90 	135.00 	136.90 	134.50 	552.77K 	1.41%
Nov 27, 2017 	135.00 	137.10 	137.10 	134.00 	1.29M 	-2.81%
Nov 24, 2017 	138.90 	137.20 	138.90 	136.60 	1.28M 	0.80%
Nov 23, 2017 	137.80 	137.60 	137.90 	136.50 	450.12K 	-0.14%
Nov 22, 2017 	138.00 	138.00 	138.60 	137.50 	877.17K 	-0.72%
Nov 21, 2017 	139.00 	139.70 	140.00 	137.70 	1.23M 	-0.50%
Nov 20, 2017 	139.70 	137.00 	141.00 	137.00 	970.93K 	0.50%
Nov 17, 2017 	139.00 	135.10 	139.00 	135.00 	794.80K 	2.96%
Nov 16, 2017 	135.00 	135.50 	138.40 	134.00 	1.04M 	-0.37%
Nov 15, 2017 	135.50 	136.00 	136.40 	135.40 	765.00K 	-0.66%
Nov 14, 2017 	136.40 	137.00 	137.00 	135.50 	1.41M 	-0.07%
Nov 13, 2017 	136.50 	137.00 	137.80 	136.00 	1.44M 	0.00%
Nov 10, 2017 	136.50 	137.00 	138.80 	136.20 	1.91M 	-0.51%
Nov 09, 2017 	137.20 	139.90 	140.20 	135.00 	2.56M 	-1.72%
Nov 08, 2017 	139.60 	141.00 	143.00 	139.00 	1.43M 	0.07%
Nov 07, 2017 	139.50 	145.20 	145.20 	139.00 	2.41M 	-4.12%
Nov 06, 2017 	145.50 	141.90 	145.50 	141.90 	442.98K 	2.46%
Nov 03, 2017 	142.00 	143.00 	143.00 	141.50 	3.24M 	-0.70%
Nov 02, 2017 	143.00 	141.30 	143.00 	137.50 	1.17M 	0.00%
Oct 30, 2017 	143.00 	141.00 	143.00 	141.00 	227.95K 	0.70%
Oct 27, 2017 	142.00 	139.30 	142.00 	139.30 	612.07K 	0.00%
Oct 26, 2017 	142.00 	140.10 	142.00 	138.60 	868.46K 	1.43%
Oct 25, 2017 	140.00 	139.90 	142.00 	139.00 	589.85K 	0.07%
Oct 24, 2017 	139.90 	141.50 	143.00 	139.90 	636.78K 	-0.07%
Oct 23, 2017 	140.00 	137.10 	141.60 	137.10 	619.40K 	2.19%
